,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET,Lat,Long,Location
59815,D4,167,0,2023-09-25 14:45:00+00,2023,9,Monday   ,14,HARRISON AVE,42.33954152609665,-71.06940928222296,"(42.33954152609665, -71.06940928222296)"
59822,C11,248,0,2023-07-16 10:15:00+00,2023,7,Sunday   ,10,DORCHESTER AVE,42.31322365348008,-71.0571533161321,"(42.31322365348008, -71.0571533161321)"
59828,D4,138,0,2023-07-16 17:15:00+00,2023,7,Sunday   ,17,NEWBURY ST,42.34999687778176,-71.08103491858215,"(42.34999687778176, -71.08103491858215)"
59863,A1,,0,2023-07-16 10:24:00+00,2023,7,Sunday   ,10,HANOVER ST,42.36275191309582,-71.05556503599365,"(42.36275191309582, -71.05556503599365)"
59904,D4,619,0,2023-10-26 21:00:00+00,2023,10,Thursday ,21,WESTLAND AVE,42.34355824108162,-71.08734199876892,"(42.34355824108162, -71.08734199876892)"
59908,D4,143,0,2023-10-26 17:32:00+00,2023,10,Thursday ,17,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
59913,D4,133,0,2023-10-27 11:24:00+00,2023,10,Friday   ,11,NEWBURY ST,42.351761332162205,-71.07452217168813,"(42.351761332162205, -71.07452217168813)"
59944,D4,167,0,2023-09-12 18:39:00+00,2023,9,Tuesday  ,18,HARRISON AVE,42.33954152609665,-71.06940928222296,"(42.33954152609665, -71.06940928222296)"
59945,D4,162,0,2023-10-04 11:49:00+00,2023,10,Wednesday,11,HARRISON AVE,42.34493380657585,-71.06366422309003,"(42.34493380657585, -71.06366422309003)"
59995,D4,,0,2023-06-26 14:11:00+00,2023,6,Monday   ,14,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
60006,D14,,0,2023-07-13 11:58:00+00,2023,7,Thursday ,11,COMMONWEALTH AVE,42.35088519817706,-71.11477983342128,"(42.35088519817706, -71.11477983342128)"
60056,B2,329,0,2023-09-13 11:15:00+00,2023,9,Wednesday,11,COLUMBIA RD,42.30733347913469,-71.07637099730238,"(42.307333479134684, -71.07637099730238)"
60098,C11,,0,2023-07-13 10:32:00+00,2023,7,Thursday ,10,ADAMS ST,42.302038542068864,-71.06009129138428,"(42.302038542068864, -71.06009129138428)"
60231,A1,,0,2023-07-30 18:11:00+00,2023,7,Sunday   ,18,CAUSEWAY ST,42.365374320180834,-71.06154205203151,"(42.365374320180834, -71.06154205203151)"
60232,C11,,0,2023-07-30 17:06:00+00,2023,7,Sunday   ,17,COLUMBIA RD,42.30889316220174,-71.07410532675802,"(42.30889316220174, -71.07410532675802)"
60247,D4,,0,2023-07-30 18:55:00+00,2023,7,Sunday   ,18,BOYLSTON ST,42.34815184282904,-71.08450873611677,"(42.34815184282904, -71.08450873611677)"
60276,D4,143,0,2023-09-30 09:39:00+00,2023,9,Saturday ,9,HUNTINGTON AVE,42.34749853876142,-71.07925557290004,"(42.34749853876142, -71.07925557290004)"
60307,A1,,0,2023-07-31 19:03:00+00,2023,7,Monday   ,19,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
60390,D14,802,0,2023-09-12 17:13:00+00,2023,9,Tuesday  ,17,BRIGHTON AVE,42.35329747005022,-71.13405091052019,"(42.35329747005022, -71.13405091052019)"
60423,D4,143,0,2023-09-13 10:45:00+00,2023,9,Wednesday,10,BOYLSTON ST,42.3490190949302,-71.08130186019126,"(42.3490190949302, -71.08130186019126)"
60424,A1,118,0,2023-09-13 21:05:00+00,2023,9,Wednesday,21,PARK PL,42.35135190758581,-71.0676285716845,"(42.35135190758581, -71.0676285716845)"
60482,D4,143,0,2023-09-18 16:13:00+00,2023,9,Monday   ,16,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
60488,C6,186,0,2023-09-18 22:45:00+00,2023,9,Monday   ,22,ALLSTATE RD,42.330155992175214,-71.06298655802257,"(42.330155992175214, -71.06298655802257)"
60514,C11,452,0,2023-09-10 08:39:00+00,2023,9,Sunday   ,8,WASHINGTON ST,42.29569634200888,-71.07214116564936,"(42.295696342008874, -71.07214116564936)"
60517,E13,304,0,2023-09-10 09:48:00+00,2023,9,Sunday   ,9,COLUMBUS AVE,42.31771491906661,-71.09823111482771,"(42.31771491906661, -71.09823111482771)"
60538,C11,402,0,2023-06-06 15:12:00+00,2023,6,Tuesday  ,15,DORCHESTER AVENUE,,,
60594,D4,146,0,2023-09-30 15:00:00+00,2023,9,Saturday ,15,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
60599,C6,186,0,2023-09-30 13:16:00+00,2023,9,Saturday ,13,ALLSTATE RD,42.326965998839725,-71.06198658978266,"(42.326965998839725, -71.06198658978266)"
60618,C11,450,0,2023-11-10 10:08:00+00,2023,11,Friday   ,10,WASHINGTON ST,42.29057458197656,-71.07165788832117,"(42.290574581976564, -71.07165788832117)"
60620,A1,112,0,2023-11-10 20:20:00+00,2023,11,Friday   ,20,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
60625,D4,168,0,2023-11-10 19:48:00+00,2023,11,Friday   ,19,WASHINGTON ST,42.33816340852764,-71.07461269356651,"(42.338163408527635, -71.07461269356651)"
60627,D4,142,0,2023-11-10 14:11:00+00,2023,11,Friday   ,14,NEWBURY ST,42.34840532084056,-71.08688391940139,"(42.34840532084056, -71.08688391940139)"
60628,C11,405,0,2023-11-10 17:18:00+00,2023,11,Friday   ,17,DORCHESTER AVE,42.27357674474239,-71.0677049586352,"(42.27357674474239, -71.0677049586352)"
60656,D14,,0,2023-06-09 18:32:00+00,2023,6,Friday   ,18,WASHINGTON ST,42.3491004057814,-71.15612458962403,"(42.3491004057814, -71.15612458962403)"
60684,D4,,0,2023-06-09 17:57:00+00,2023,6,Friday   ,17,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
60702,B3,,0,2023-06-09 14:43:00+00,2023,6,Friday   ,14,MORTON ST,42.28187017401512,-71.08751220128951,"(42.28187017401512, -71.08751220128951)"
60767,D4,146,0,2023-09-29 18:19:00+00,2023,9,Friday   ,18,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
60769,D4,143,0,2023-10-23 12:45:00+00,2023,10,Monday   ,12,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
60788,C11,450,0,2023-10-23 13:05:00+00,2023,10,Monday   ,13,WASHINGTON ST,42.29131567176308,-71.07170355337006,"(42.29131567176308, -71.07170355337006)"
60814,C11,,0,2023-06-09 16:49:00+00,2023,6,Friday   ,16,DORCHESTER AVE,42.27357674474239,-71.0677049586352,"(42.27357674474239, -71.0677049586352)"
60833,D4,,0,2023-06-07 15:41:00+00,2023,6,Wednesday,15,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
60879,A1,72,0,2023-10-12 12:24:00+00,2023,10,Thursday ,12,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
61030,D4,143,0,2023-10-12 13:22:00+00,2023,10,Thursday ,13,RING RD,42.34813113277459,-71.08027053338732,"(42.34813113277459, -71.08027053338732)"
61036,D4,627,0,2023-10-11 15:40:00+00,2023,10,Wednesday,15,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
61118,D4,627,0,2023-02-03 08:10:00+00,2023,2,Friday   ,8,BOYLSTON STREET,,,
61146,C6,186,0,2023-02-03 09:37:00+00,2023,2,Friday   ,9,ALLSTATE RD,42.328099189441325,-71.0632172846628,"(42.328099189441325, -71.0632172846628)"
61171,D4,168,0,2023-03-22 20:07:00+00,2023,3,Wednesday,20,WASHINGTON ST,42.33816340852764,-71.07461269356651,"(42.338163408527635, -71.07461269356651)"
61176,B3,,0,2023-03-22 15:03:00+00,2023,3,Wednesday,15,BLUE HILL AVE,42.269098086617504,-71.09361530239119,"(42.269098086617504, -71.09361530239119)"
61316,A1,,0,2023-05-26 11:07:00+00,2023,5,Friday   ,11,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
61401,A1,112,0,2023-05-27 15:30:00+00,2023,5,Saturday ,15,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
61500,B3,476,0,2024-03-18 00:00:00+00,2024,3,Monday   ,0,BLUE HILL AVE,42.26922235987329,-71.09384095216778,"(42.26922235987329, -71.09384095216778)"
61507,D14,,0,2023-02-15 17:48:00+00,2023,2,Wednesday,17,HARVARD AVE,42.34966712874339,-71.13048740468365,"(42.34966712874339, -71.13048740468365)"
61555,C6,,0,2023-05-11 22:07:00+00,2023,5,Thursday ,22,ALLSTATE RD,42.330155992175214,-71.06298655802257,"(42.330155992175214, -71.06298655802257)"
61572,D4,162,0,2023-11-12 18:14:00+00,2023,11,Sunday   ,18,HARRISON AVENUE,,,
61610,D4,143,0,2024-03-02 20:30:00+00,2024,3,Saturday ,20,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
61629,C11,,0,2023-05-11 11:47:00+00,2023,5,Thursday ,11,WASHINGTON ST,42.29569634200888,-71.07214116564936,"(42.295696342008874, -71.07214116564936)"
61636,B2,,0,2023-05-11 19:07:00+00,2023,5,Thursday ,19,MARTIN LUTHER KING JR BLVD,42.318600893967655,-71.0840585146896,"(42.318600893967655, -71.0840585146896)"
61671,D4,,0,2023-05-20 21:19:00+00,2023,5,Saturday ,21,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
61674,D4,,0,2023-05-20 23:04:00+00,2023,5,Saturday ,23,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
61691,A1,,0,2023-04-29 19:02:00+00,2023,4,Saturday ,19,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
61710,C11,,0,2023-04-29 15:11:00+00,2023,4,Saturday ,15,ADAMS ST,42.287871682196574,-71.05506383299146,"(42.287871682196574, -71.05506383299146)"
61711,C11,356,0,2023-04-29 19:25:00+00,2023,4,Saturday ,19,GENEVA AVE,42.29848819292919,-71.06313353185703,"(42.29848819292919, -71.06313353185703)"
61712,D4,,0,2023-04-29 18:00:00+00,2023,4,Saturday ,18,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
61721,D4,,0,2023-04-29 18:20:00+00,2023,4,Saturday ,18,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
61778,E5,,0,2023-05-01 16:43:00+00,2023,5,Monday   ,16,WASHINGTON ST,42.28788894494422,-71.12658660943728,"(42.28788894494422, -71.12658660943728)"
61788,A1,112,0,2023-02-03 14:50:00+00,2023,2,Friday   ,14,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
61906,C6,186,0,2024-04-24 14:11:00+00,2024,4,Wednesday,14,TARGET,,,
61912,A1,,0,2023-05-01 16:46:00+00,2023,5,Monday   ,16,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
61926,D4,,0,2023-05-01 14:41:00+00,2023,5,Monday   ,14,TREMONT ST,42.34701619695375,-71.06886286939309,"(42.34701619695375, -71.06886286939309)"
61960,E5,,0,2023-03-10 19:17:00+00,2023,3,Friday   ,19,WASHINGTON ST,42.27581763291564,-71.13991340648704,"(42.27581763291564, -71.13991340648704)"
61989,D4,,0,2023-05-11 15:00:00+00,2023,5,Thursday ,15,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
62001,D4,,0,2023-06-08 14:40:00+00,2023,6,Thursday ,14,NEWBURY ST,42.34999687778176,-71.08103491858215,"(42.34999687778176, -71.08103491858215)"
62041,E5,,0,2023-02-03 15:24:00+00,2023,2,Friday   ,15,WASHINGTON ST,42.27581763291564,-71.13991340648704,"(42.27581763291564, -71.13991340648704)"
62060,E13,,0,2023-04-28 11:17:00+00,2023,4,Friday   ,11,COLUMBUS AVE,42.31771491906661,-71.09823111482771,"(42.31771491906661, -71.09823111482771)"
62089,D4,,0,2023-05-27 17:07:00+00,2023,5,Saturday ,17,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
62104,E18,490,0,2023-01-21 10:30:00+00,2023,1,Saturday ,10,AMERICAN LEGION HWY,42.2753127225369,-71.11587873780117,"(42.2753127225369, -71.11587873780117)"
62105,C11,,0,2023-01-21 20:48:00+00,2023,1,Saturday ,20,GENEVA AVE,42.29848819292919,-71.06313353185703,"(42.29848819292919, -71.06313353185703)"
62145,A1,,0,2023-02-15 13:21:00+00,2023,2,Wednesday,13,WINTER ST,42.35571937171451,-71.06110916382396,"(42.35571937171451, -71.06110916382396)"
62155,A1,,0,2023-02-15 17:12:00+00,2023,2,Wednesday,17,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
62192,D4,167,0,2023-08-08 18:00:00+00,2023,8,Tuesday  ,18,HARRISON AVE,42.33954152609665,-71.06940928222296,"(42.33954152609665, -71.06940928222296)"
62200,E5,,0,2023-05-12 18:48:00+00,2023,5,Friday   ,18,WASHINGTON ST,42.27581763291564,-71.13991340648704,"(42.27581763291564, -71.13991340648704)"
62207,E18,525,0,2023-05-12 18:58:00+00,2023,5,Friday   ,18,HYDE PARK AVENUE,,,
62218,D14,807,0,2023-05-12 22:25:00+00,2023,5,Friday   ,22,WESTERN AVE,42.36284134765465,-71.13792294977702,"(42.36284134765465, -71.13792294977702)"
62228,C11,355,0,2023-05-08 08:00:00+00,2023,5,Monday   ,8,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
62249,A1,112,0,2023-04-10 20:03:00+00,2023,4,Monday   ,20,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
62300,A1,,0,2023-05-10 17:17:00+00,2023,5,Wednesday,17,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
62302,D4,,0,2023-03-14 17:37:00+00,2023,3,Tuesday  ,17,NEWBURY ST,42.34999687778176,-71.08103491858215,"(42.34999687778176, -71.08103491858215)"
62305,C11,355,0,2023-04-29 09:49:00+00,2023,4,Saturday ,9,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
62307,D4,,0,2023-05-11 18:15:00+00,2023,5,Thursday ,18,NEWBURY ST,42.34840532084056,-71.08688391940139,"(42.34840532084056, -71.08688391940139)"
62315,A1,112,0,2023-05-11 19:04:00+00,2023,5,Thursday ,19,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
62362,D4,,0,2023-05-07 15:12:00+00,2023,5,Sunday   ,15,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
62428,E5,,0,2023-02-03 18:25:00+00,2023,2,Friday   ,18,WASHINGTON ST,42.27581763291564,-71.13991340648704,"(42.27581763291564, -71.13991340648704)"
62510,D4,,0,2023-06-08 12:16:00+00,2023,6,Thursday ,12,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
62562,C11,,0,2023-02-15 20:45:00+00,2023,2,Wednesday,20,WASHINGTON ST,42.29569634200888,-71.07214116564936,"(42.295696342008874, -71.07214116564936)"
62568,D4,,0,2023-02-15 11:35:00+00,2023,2,Wednesday,11,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
62589,D4,,0,2023-02-15 12:17:00+00,2023,2,Wednesday,12,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
62594,C11,,0,2023-02-15 10:55:00+00,2023,2,Wednesday,10,WASHINGTON ST,42.29131567176308,-71.07170355337006,"(42.29131567176308, -71.07170355337006)"
62672,C11,416,0,2023-05-13 15:20:00+00,2023,5,Saturday ,15,WASHINGTON ST,42.281646891784746,-71.07111912394964,"(42.281646891784746, -71.07111912394964)"
62681,D4,,0,2023-05-11 11:40:00+00,2023,5,Thursday ,11,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
62703,C11,,0,2023-02-15 15:44:00+00,2023,2,Wednesday,15,WASHINGTON ST,42.29569634200888,-71.07214116564936,"(42.295696342008874, -71.07214116564936)"
62709,C11,,0,2023-02-15 11:58:00+00,2023,2,Wednesday,11,GALLIVAN BLVD,42.28349320440318,-71.04831363427365,"(42.28349320440318, -71.04831363427365)"
62716,E18,522,0,2023-02-15 17:45:00+00,2023,2,Wednesday,17,HYDE PARK AVE,42.251894028852696,-71.12535393434813,"(42.251894028852696, -71.12535393434813)"
62849,C6,,0,2023-05-12 09:45:00+00,2023,5,Friday   ,9,WILLIAM T MORRISSEY BLVD,42.319284740318416,-71.05027218893332,"(42.319284740318416, -71.05027218893332)"
62864,A1,77,0,2023-05-08 21:00:00+00,2023,5,Monday   ,21,SUDBURY ST,,,
62885,D4,,0,2023-05-23 13:13:00+00,2023,5,Tuesday  ,13,NEWBURY ST,42.34840532084056,-71.08688391940139,"(42.34840532084056, -71.08688391940139)"
62907,D4,,0,2023-05-20 16:02:00+00,2023,5,Saturday ,16,RING RD,42.34813113277459,-71.08027053338732,"(42.34813113277459, -71.08027053338732)"
62911,E13,,0,2023-05-19 07:43:00+00,2023,5,Friday   ,7,GREEN ST,42.30999011158529,-71.10588188442468,"(42.30999011158529, -71.10588188442468)"
62915,D4,,0,2023-05-25 17:00:00+00,2023,5,Thursday ,17,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
63014,D4,,0,2023-05-25 18:25:00+00,2023,5,Thursday ,18,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
63057,D4,,0,2023-05-27 17:48:00+00,2023,5,Saturday ,17,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
63086,D4,,0,2023-05-25 16:04:00+00,2023,5,Thursday ,16,HARRISON AVE,42.34493380657585,-71.06366422309003,"(42.34493380657585, -71.06366422309003)"
63102,A7,,0,2023-05-25 15:40:00+00,2023,5,Thursday ,15,BORDER ST,42.37620216335869,-71.03979962591616,"(42.376202163358684, -71.03979962591616)"
63122,D4,,0,2023-05-26 17:46:00+00,2023,5,Friday   ,17,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
63139,E13,,0,2023-05-27 14:37:00+00,2023,5,Saturday ,14,CENTRE ST,42.31193362800709,-71.1142915774298,"(42.31193362800709, -71.1142915774298)"
63169,D4,,0,2023-06-07 15:00:00+00,2023,6,Wednesday,15,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
63170,A1,,0,2023-06-08 14:01:00+00,2023,6,Thursday ,14,FANEUIL HALL MARKETPLACE,42.35997918764957,-71.05474177952242,"(42.359979187649564, -71.05474177952242)"
63178,A1,,0,2023-05-28 00:20:00+00,2023,5,Sunday   ,0,PARK PLZ,42.35162742682775,-71.06866458095081,"(42.35162742682775, -71.06866458095081)"
63188,C11,,0,2023-05-27 13:28:00+00,2023,5,Saturday ,13,GENEVA AVE,42.29848819292919,-71.06313353185703,"(42.29848819292919, -71.06313353185703)"
63200,D4,,0,2023-05-27 19:29:00+00,2023,5,Saturday ,19,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
63204,D14,,0,2023-05-26 10:53:00+00,2023,5,Friday   ,10,MARKET ST,42.35524865013419,-71.14966880287777,"(42.35524865013419, -71.14966880287777)"
63234,C6,,0,2023-01-21 12:30:00+00,2023,1,Saturday ,12,SEAPORT BLVD,42.35196401812037,-71.04611334347733,"(42.35196401812037, -71.04611334347733)"
63237,D4,619,0,2023-01-21 14:02:00+00,2023,1,Saturday ,14,MASSACHUSETTS AVENUE,,,
63242,E18,490,0,2023-01-21 00:00:00+00,2023,1,Saturday ,0,AMERICAN LEGION HWY,42.27412982229016,-71.11674693475842,"(42.274129822290156, -71.11674693475842)"
63244,A1,112,0,2023-01-21 13:30:00+00,2023,1,Saturday ,13,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
63256,A1,112,0,2023-01-21 15:30:00+00,2023,1,Saturday ,15,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
63264,C11,355,0,2023-05-07 09:00:00+00,2023,5,Sunday   ,9,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
63321,D4,,0,2023-05-11 11:57:00+00,2023,5,Thursday ,11,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
63352,C11,,0,2023-05-13 15:20:00+00,2023,5,Saturday ,15,GENEVA AVE,42.29848819292919,-71.06313353185703,"(42.29848819292919, -71.06313353185703)"
63376,B3,474,0,2023-05-11 00:00:00+00,2023,5,Thursday ,0,CUMMINS HWY,42.2711936903265,-71.10398713072902,"(42.2711936903265, -71.10398713072902)"
63441,A7,,0,2023-04-10 15:46:00+00,2023,4,Monday   ,15,BORDER ST,42.37620216335869,-71.03979962591616,"(42.376202163358684, -71.03979962591616)"
63459,D4,,0,2023-05-11 12:25:00+00,2023,5,Thursday ,12,NEWBURY ST,42.34840532084056,-71.08688391940139,"(42.34840532084056, -71.08688391940139)"
63469,C11,355,0,2023-04-29 14:00:00+00,2023,4,Saturday ,14,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
63511,C11,450,0,2023-04-10 11:45:00+00,2023,4,Monday   ,11,WASHINGTON ST,42.29131567176308,-71.07170355337006,"(42.29131567176308, -71.07170355337006)"
63525,C11,,0,2023-04-10 19:15:00+00,2023,4,Monday   ,19,DORCHESTER AVE,42.29919647170326,-71.06047032650575,"(42.29919647170326, -71.06047032650575)"
63533,A1,,0,2023-05-12 12:22:00+00,2023,5,Friday   ,12,WASHINGTON ST,42.35591887106224,-71.0600058446897,"(42.35591887106224, -71.0600058446897)"
63552,D14,795,0,2024-07-31 10:45:00+00,2024,7,Wednesday,10,CAMBRIDGE ST,42.35343346148616,-71.13786418712147,"(42.353433461486155, -71.13786418712147)"
63656,A7,23,0,2023-08-29 09:15:00+00,2023,8,Tuesday  ,9,MERIDIAN STREET,,,
63662,D14,,0,2023-06-09 16:30:00+00,2023,6,Friday   ,16,BRIGHTON AVE,42.35329747005022,-71.13405091052019,"(42.35329747005022, -71.13405091052019)"
63710,C11,355,0,2023-01-03 13:15:00+00,2023,1,Tuesday  ,13,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
63745,D4,,0,2023-06-19 13:43:00+00,2023,6,Monday   ,13,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
63758,A1,,0,2023-01-27 15:17:00+00,2023,1,Friday   ,15,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
63800,B2,,0,2023-01-28 10:50:00+00,2023,1,Saturday ,10,TREMONT ST,42.33380641504081,-71.10377903286623,"(42.33380641504081, -71.10377903286623)"
63811,C6,,0,2023-01-28 13:15:00+00,2023,1,Saturday ,13,E BROADWAY,42.335616098217365,-71.03641939204086,"(42.335616098217365, -71.03641939204086)"
63812,A1,,0,2023-01-28 09:08:00+00,2023,1,Saturday ,9,WASHINGTON ST,42.35648582614597,-71.05928190137298,"(42.35648582614597, -71.05928190137298)"
63830,E5,,0,2023-01-07 12:00:00+00,2023,1,Saturday ,12,VFW PKWY,42.295834844152175,-71.15656642543844,"(42.295834844152175, -71.15656642543844)"
63857,B2,329,0,2023-05-27 20:15:00+00,2023,5,Saturday ,20,BLUE HILL AVENUE,,,
63915,D4,,0,2023-05-29 14:53:00+00,2023,5,Monday   ,14,NEWBURY ST,42.34840532084056,-71.08688391940139,"(42.34840532084056, -71.08688391940139)"
